Store Number,Store Name,Address,Latitude,Longitude
138,Allen Solly AS Mainline Mahagun Mall,"Allen Solly, Shop No 16, Mahagun Metro Mall, Sector 3, Vaishali, Ghaziabad - 201001",28.645056,77.335609
139,Allen Solly AS Mainline Gaur Mall,"Allen Solly, Shop No. FF-02, Gaur Central Mall, Raj Nagar Dist. Center ,Ghaziabad 201002",28.673834,77.440086
140,Allen Solly AS Mainline Shipra Mall,"Allen Solly, Shop No. 25&45 Level -II Ground Floor Shipra Mall Plot No. 9 Vaibhav Khand Indirapuram Ghaziabad 201014",28.633862,77.370087
4527,Allen Solly Allen Solly,"Allen Solly, Shop No 16, Ground floor Mahagun Metro Mall, Plot No- VC- 3 Sector 3 ,Vaishali, Gaziabad Uttar Pradesh-201010",0.000000,0.000000
137,Allen Solly AS Mainline Civil Lines,"Allen solly, shop no-1 fist floor city mall gorakhpur 273001 ph no- 0551 2204654",26.753471,83.375168
4626,Allen Solly Allen Solly,"Allen solly, 607 Bela Road Sadar Bazar Jhansi-(U.P.) 284001",25.436298,78.567352
129,Allen Solly AS Junior Zsquare shoping mall,"Allen Solly Junior, Z square Kanpur mall 208001",26.451721,80.323860
130,Allen Solly Solly Jeans Zsquare shoping mall,"Solly Jeans Co, 26,FF,Zsquare shoping mall 16/113,M G road Khanpur 208001",26.451721,80.323860
131,Allen Solly AS Mainline Z Square,"Allen Solly, shop No, 12,1st floor Z square mall 16/113 mg Marg Kanpur. 208001",26.451721,80.323860
4504,Allen Solly Allen Solly,"Allen Solly , Shop No. 12 , First Floor , Z Square Mall ,16/113 MG Marg Kanpur - 208001",26.477276,80.352913
29,Allen Solly AS Mainline Huzratgunj,allen solly showroom shop no-11 gf motor sales building mg marg,26.850918,80.940636
2132,Allen Solly AS Mainline Hazratganj,"Allen Solly,#103A Saharaganj Mall ,shahnajaf road,Hazratganj Lucknow-226001",26.855259,26.855259
2133,Allen Solly AS Mainline Saharaganj Mall,"Allen Solly, Shop no 11, Motor sales building, MG Marg, Hazratganj, Lucknow-226001",26.856676,80.944756
4041,Allen Solly Allen Solly - Fun Republic Mall,Allensolly Shop No:105-A-UGF Fun Republic Mall Gomti nagar Lucknow-221060,26.858047,80.976112
4127,Allen Solly Allen Solly,"Allen Sollly Unit No. G-6 Ground floor Pheonix Mall Sector B, LDA Ccolony Lucknow - 226012",80.896927,26.798967
4658,Allen Solly Allen Solly,"Unit No. S-15,16 Second Floor, Phoenix United Market City, Kanpur Rd, Sector B, LDA Colony, Lucknow, Uttar Pradesh 226012",26.799026,80.896973
21,Allen Solly AS Mainline Meerut,Allen Solly T4/T5 Bombay bazaar Near hanuman chowk sadar meerut cantt 250001,28.997583,77.698471
111,Allen Solly AS Mainline Shopprix Mall,"Allen solly,Shop no. 7,Upper ground floor,Shopprix mall, Delhi road Meerut-250002",28.947805,77.675026
48,Allen Solly AS Mainline GAUSALA ROAD,"Allen Solly Shop NO.83,Chari Gali,Gausala Road,Muzaffarnagar,251001",29.469528,77.711723
101,Allen Solly Grand Mall,"Allen Solly, GF 4,5,6 ASJ Grand Plaza Bhopa Road, near Mandi, Muzafarnagar , Uttar Pradesh 251001",29.473110,77.715279
10,Allen Solly AS Mainline F-16,"Allen Solly,F-16, Sec - 18 Noida 201301 U.P.",28.570862,77.322525
71,Allen Solly AS Mainline UNITECH,"Allen Solly , Shop No -27(G), Ground Floor. The Great India Place Mall , Sector - 38(A). Noida - 201301",28.956806,77.551308
72,Allen Solly AS Mainline Ansal Plaza,"Allen Solly, AG-72 Ansal Plaza, Knowledge park-1, Greater Noida - 201304",28.535807,77.389832
1202,Allen Solly AS Mainline Mall of India,"Allen solly - Mainline, Shop No. F-265, First Floor, DLF Mall Of India Plot No. MO3 Sector 18 Noida-201301",28.953417,77.537941
1204,Allen Solly AS Mainline Mall of India,"Allen solly - Mainline, Shop No. F-265, First Floor, DLF Mall Of India Plot No. MO3 Sector 18 Noida-201301",28.953417,77.537941
1205,Allen Solly AS Women Mall of India,"Allen solly - Women, Shop No. D-333, Second Floor, DLF Mall Of India Plot No. MO3 Sector 18 Noida-201301",28.953417,77.537941
1660,Allen Solly AS Junior Mall of India,Allen solly Junior Shop No. D-427 Mall Of India Plot No. MO3 Sector 18 Noida-201301,28.953417,77.537941
1786,Allen Solly AS main Line Galleria Mall,"Allen Solly, Unit No. SH-133, Ground Floor, Gardens Galleria Mall, Plot No. A-2, Sec 38A, Noida-201301",28.564955,77.321854
44,Allen Solly AS Mainline Sigra,"Allen Solly ,Shop No.D58/9A,1K rathyatra road sigra varanasi 221010",25.318174,82.971992
16,Allen Solly AS Mainline Rajpur Road - Dehradun,"Allen Solly # 448/1, Rajpur Road, Dehradun, Uttrakhand 248001",30.341223,78.060303
143,"Allen Solly AS Mainline Pacific Mall, Dehradun","Allen Solly, Shop No. Ugf--21 Pacifc Mall Dehradun-248001",30.366528,78.070557
4566,Allen Solly Allen Solly,Allen Solly UGF-06 pacific mall Dehradun near scholar home school,0.000000,0.000000
4567,Allen Solly Allen Solly,Allen Solly 448/1 Rajpur Road Dehradun,0.000000,0.000000
88,Allen Solly AS Mainline Haldwani,Allen Solly khurana compound Nainital Road HALDWANI Uttrakhand -263139,29.238028,79.533195
142,Allen Solly Junction Mall,"Allen Solly, Shop # UG 23, Junction Mall Citi Center, Faridpur, Burdwan, Durgapur , 713216",23.538944,87.291832
41,Allen Solly AS Mainline SALT LAKE,allen solly A001. city center 1 kolkata 700064,22.587528,88.408142
124,Allen Solly AS Mainline South City,"ALLEN SOLY SHOP NO-220 2ND FLOOR, SOUTH CITY MALL KOLKATA-700068",22.837639,88.364723
125,"Allen Solly AS Mainline City Center, Kolkotta (II)","Allen Solly, unit no-m1002,1st floor, block-m,plot #AA-iiD/5 CITY CENTRE NEW TOWN,Rajarhat, Kolkata-700157",22.622749,88.450195
126,Allen Solly AS Mainline Avani River Side Mall,"Allen Solly, Shop No 51, Avani River side Mall, 32FF, Jagat Bannerjee ghat road Howrah, Kolkata - 711102",22.562750,88.323975
127,Allen Solly AS Mainline Quest Mall,ALLEN SOLLY QUEST MALL SHOP NUMBER 227 SECOND FLOOR #33 SAYED AMIR ALI AVENUE KOLKATA-700017,22.908333,88.615829
1201,Allen Solly AS Junior Acropolis,"Allen Solly Junior,Shop no-3&4,2nd floor,Acropolis mall,Rajdanga Main Road,Kasba,Kolkata-700107",22.514668,88.393143
4257,Allen Solly Allen Solly,"SECOND FLOOR, South City Mall, Shop#207, 375, PRINCE ANWARSAH ROAD, Kolkata, West Bengal 700068",22.501699,88.361900
4398,Allen Solly Allen Solly,"ADITYA BIRLA FASHION & RETAIL LTD,#123,FIRST FLOOR,MANI SQUARE MALL,164/1,MANIKTALA RD,EM BYPASS,KOLKATA - 700054",0.000000,0.000000
4400,Allen Solly Allen Solly,"ALLEN SOLLY , DAIMOND PLAZA MALL , UNIT NUMBER -09A, 68, JESSORE ROAD , KOLKATA-700055, WEST BENGAL,",0.000000,0.000000
4552,Allen Solly Allen Solly,"ALLEN SOLLY, QUEST MALL SHOP NO.227, 2ND FLOOR, #33, SAYED AMIR ALI AVENUE, KOLKATA - 700017",22.539301,88.365578
43,Allen Solly AS Mainline Cosmos Mall,"Allen Solly, Shop number. UG-6, 2nd Mile, Sevoke Road, Siliguri, West Bengal-734001",26.739140,88.433914
180,Allen Solly AS Junior CITY CENTRE MALL,"Allen Solly Junior,SHOP NO B0016,BLOCK B,GROUND FLOOR CITY CENTRE MALL,MATIGARA SILIGURI 734010",26.724388,88.395027
